,target_code,target_description,concept_x,concept_y
2782,190900003,Hypokalaemia,Hypokalaemia,Hypokalaemia
2783,43339004,Hypokalaemia,Hypokalaemia,Hypokalaemia
2784,203323007,(Bone infection NOS of other specified site) or (costochondritis NOS),,Chondrocostal junction syndrome [Tietze]
2785,203529005,(Bone or cartilage disorders NOS) or (costochondritis NOS),,Chondrocostal junction syndrome [Tietze]
2786,268130001,(Bone/cartilage disorder NOS) or (costochrondritis) or (Tietze's syndrome),,Chondrocostal junction syndrome [Tietze]
2787,156848001,(Bone/cartilage disorder NOS) or (costochrondritis) or (Tietze's syndrome),,Chondrocostal junction syndrome [Tietze]
2788,64109004,Costal chondritis,,Chondrocostal junction syndrome [Tietze]
2789,203523006,Costochondritis,,Chondrocostal junction syndrome [Tietze]
2790,393606005,Costochondritis,,Chondrocostal junction syndrome [Tietze]
2791,240136001,Costochondritis NOS,,Chondrocostal junction syndrome [Tietze]
2792,621811000000103,Costochondritis NOS,,Chondrocostal junction syndrome [Tietze]
2793,211603004,Crush injury: [foot] or [heel],,Crushing injury of toe(s)
2794,274006,Crushing injury of ankle AND/OR foot excluding toes,,Crushing injury of toe(s)
2795,43422002,Crushing injury of foot,,Crushing injury of toe(s)
2796,207209009,[D]Infantile colic,,Other and unspecified abdominal pain
2797,158503000,[D]Infantile colic,,Other and unspecified abdominal pain
2798,499141000000100,[D]Infantile colic,,Other and unspecified abdominal pain
2799,272042000,Infantile colic,,Other and unspecified abdominal pain
2800,247360009,Infantile colic,,Other and unspecified abdominal pain
2801,139310008,Infantile colic,,Other and unspecified abdominal pain
2802,35363006,Infantile colic,,Other and unspecified abdominal pain
2803,418341009,Atrioventricular conduction disorder,,"Left bundle-branch block, unspecified"
2804,824071000000106,Traumatic dislocation of intercarpal joint,,Dislocation of wrist
2805,430887001,Dysfunction of sphincter of Oddi,,Other specified diseases of biliary tract
2806,430887001,Dysfunction of sphincter of Oddi,,Other specified diseases of biliary tract
2807,422747000,Upper urinary tract infection,Pyelonephritis,"Urinary tract infection, site not specified"
2808,478551000000108,[X]Other gastritis,,"Gastritis, unspecified"
2809,235653009,Gastritis,,"Gastritis, unspecified"
2810,4556007,Gastritis,,"Gastritis, unspecified"
2811,266503008,Gastritis &/or duodenitis,,"Gastritis, unspecified"
2812,196743006,Gastritis unspecified,,"Gastritis, unspecified"
2813,607761000000108,Gastritis unspecified,,"Gastritis, unspecified"
2814,197036000,Non-infective gastritis NOS,,"Gastritis, unspecified"
2815,611311000000102,Non-infective gastritis NOS,,"Gastritis, unspecified"
2816,196737009,Other specified gastritis,,"Gastritis, unspecified"
2817,617031000000104,Other specified gastritis,,"Gastritis, unspecified"
2818,196742001,Other specified gastritis NOS,,"Gastritis, unspecified"
2819,617041000000108,Other specified gastritis NOS,,"Gastritis, unspecified"
2820,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2821,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2822,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2823,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2824,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2825,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2826,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2827,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2828,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2829,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2830,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2831,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2832,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2833,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2834,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2835,4120002,Bronchiolitis,,Acute bronchitis due to streptococcus
2836,4009004,Lower urinary tract infectious disease,Pyelonephritis,"Urinary tract infection, site not specified"
2837,425481000000106,[X]Other specified rheumatoid arthritis,,Rheumatoid bursitis
2838,226586002,Degenerative arthropathy,,Rheumatoid bursitis
2839,80843008,Degenerative joint disease,,Rheumatoid bursitis
2840,111219000,Degenerative joint disease of other site,,Rheumatoid bursitis
2841,267888004,Osteoarthritis,,Rheumatoid bursitis
2842,156486003,Osteoarthritis,,Rheumatoid bursitis
2843,201818008,Osteoarthritis (& [allied disorders]),,Rheumatoid bursitis
2844,227588009,Osteoarthrosis,,Rheumatoid bursitis
2845,656641000000108,Other rheumatoid arthritis of spine,,Rheumatoid bursitis
2846,201765008,Other rheumatoid arthritis of spine,,Rheumatoid bursitis
2847,201792002,Other rheumatoid arthropathy with visceral or systemic involvement,,Rheumatoid bursitis
2848,689601000000106,Other rheumatoid arthropathy with visceral or systemic involvement,,Rheumatoid bursitis
2849,224729007,Proliferative arthritis,,Rheumatoid bursitis
2850,156471009,Rheumatoid arthritis,,Rheumatoid bursitis
2851,69896004,Rheumatoid arthritis,,Rheumatoid bursitis
2852,156480009,Rheumatoid arthritis - other joint,,Rheumatoid bursitis
2853,646871000000103,Rheumatoid arthritis - other joint,,Rheumatoid bursitis
2854,287009003,Rheumatoid arthritis - other joint,,Rheumatoid bursitis
2855,156481008,Rheumatoid arthritis NOS,,Rheumatoid bursitis
2856,646881000000101,Rheumatoid arthritis NOS,,Rheumatoid bursitis
2857,287010008,Rheumatoid arthritis NOS,,Rheumatoid bursitis
2858,656651000000106,Rheumatoid arthritis of other tarsal joint,,Rheumatoid bursitis
2859,201782005,Rheumatoid arthritis of other tarsal joint,,Rheumatoid bursitis
2860,239793008,Rheumatoid arthritis with organ / system involvement,,Rheumatoid bursitis
2861,111218008,Rheumatoid arthritis with other visceral or systemic involvement,,Rheumatoid bursitis
2862,735600005,Rheumatoid arthritis without erosion,,Rheumatoid bursitis
2863,201795000,Rheumatoid arthropathy with visceral or systemic involvement NOS,,Rheumatoid bursitis
2864,425481000000106,[X]Other specified rheumatoid arthritis,,Rheumatoid bursitis
2865,226586002,Degenerative arthropathy,,Rheumatoid bursitis
2866,80843008,Degenerative joint disease,,Rheumatoid bursitis
2867,111219000,Degenerative joint disease of other site,,Rheumatoid bursitis
2868,267888004,Osteoarthritis,,Rheumatoid bursitis
2869,156486003,Osteoarthritis,,Rheumatoid bursitis
2870,201818008,Osteoarthritis (& [allied disorders]),,Rheumatoid bursitis
2871,227588009,Osteoarthrosis,,Rheumatoid bursitis
2872,656641000000108,Other rheumatoid arthritis of spine,,Rheumatoid bursitis
2873,201765008,Other rheumatoid arthritis of spine,,Rheumatoid bursitis
2874,201792002,Other rheumatoid arthropathy with visceral or systemic involvement,,Rheumatoid bursitis
2875,689601000000106,Other rheumatoid arthropathy with visceral or systemic involvement,,Rheumatoid bursitis
2876,224729007,Proliferative arthritis,,Rheumatoid bursitis
2877,156471009,Rheumatoid arthritis,,Rheumatoid bursitis
2878,69896004,Rheumatoid arthritis,,Rheumatoid bursitis
2879,156480009,Rheumatoid arthritis - other joint,,Rheumatoid bursitis
2880,646871000000103,Rheumatoid arthritis - other joint,,Rheumatoid bursitis
2881,287009003,Rheumatoid arthritis - other joint,,Rheumatoid bursitis
2882,156481008,Rheumatoid arthritis NOS,,Rheumatoid bursitis
2883,646881000000101,Rheumatoid arthritis NOS,,Rheumatoid bursitis
2884,287010008,Rheumatoid arthritis NOS,,Rheumatoid bursitis
2885,656651000000106,Rheumatoid arthritis of other tarsal joint,,Rheumatoid bursitis
2886,201782005,Rheumatoid arthritis of other tarsal joint,,Rheumatoid bursitis
2887,239793008,Rheumatoid arthritis with organ / system involvement,,Rheumatoid bursitis
2888,111218008,Rheumatoid arthritis with other visceral or systemic involvement,,Rheumatoid bursitis
2889,735600005,Rheumatoid arthritis without erosion,,Rheumatoid bursitis
2890,201795000,Rheumatoid arthropathy with visceral or systemic involvement NOS,,Rheumatoid bursitis
2891,425481000000106,[X]Other specified rheumatoid arthritis,,Rheumatoid bursitis
2892,226586002,Degenerative arthropathy,,Rheumatoid bursitis
2893,80843008,Degenerative joint disease,,Rheumatoid bursitis
2894,111219000,Degenerative joint disease of other site,,Rheumatoid bursitis
2895,267888004,Osteoarthritis,,Rheumatoid bursitis
2896,156486003,Osteoarthritis,,Rheumatoid bursitis
2897,201818008,Osteoarthritis (& [allied disorders]),,Rheumatoid bursitis
2898,227588009,Osteoarthrosis,,Rheumatoid bursitis
2899,656641000000108,Other rheumatoid arthritis of spine,,Rheumatoid bursitis
2900,201765008,Other rheumatoid arthritis of spine,,Rheumatoid bursitis
2901,201792002,Other rheumatoid arthropathy with visceral or systemic involvement,,Rheumatoid bursitis
2902,689601000000106,Other rheumatoid arthropathy with visceral or systemic involvement,,Rheumatoid bursitis
2903,224729007,Proliferative arthritis,,Rheumatoid bursitis
2904,156471009,Rheumatoid arthritis,,Rheumatoid bursitis
2905,69896004,Rheumatoid arthritis,,Rheumatoid bursitis
2906,156480009,Rheumatoid arthritis - other joint,,Rheumatoid bursitis
2907,646871000000103,Rheumatoid arthritis - other joint,,Rheumatoid bursitis
2908,287009003,Rheumatoid arthritis - other joint,,Rheumatoid bursitis
2909,156481008,Rheumatoid arthritis NOS,,Rheumatoid bursitis
2910,646881000000101,Rheumatoid arthritis NOS,,Rheumatoid bursitis
2911,287010008,Rheumatoid arthritis NOS,,Rheumatoid bursitis
2912,656651000000106,Rheumatoid arthritis of other tarsal joint,,Rheumatoid bursitis
2913,201782005,Rheumatoid arthritis of other tarsal joint,,Rheumatoid bursitis
2914,239793008,Rheumatoid arthritis with organ / system involvement,,Rheumatoid bursitis
2915,111218008,Rheumatoid arthritis with other visceral or systemic involvement,,Rheumatoid bursitis
2916,735600005,Rheumatoid arthritis without erosion,,Rheumatoid bursitis
2917,201795000,Rheumatoid arthropathy with visceral or systemic involvement NOS,,Rheumatoid bursitis
2918,449911000000109,"[X]Bradycardia, unspecified",,"Bradycardia, unspecified"
2919,456541000000106,"[X]Bradycardia, unspecified",,"Bradycardia, unspecified"
2920,48867003,Bradycardia,,"Bradycardia, unspecified"
2921,412691000000107,[X]Other ulcerative colitis,,Mucosal proctocolitis
2922,27701000,Proctocolitis,,Mucosal proctocolitis
2923,196988003,Ulcerative colitis,,Mucosal proctocolitis
2924,266447004,Ulcerative colitis,,Mucosal proctocolitis
2925,64766004,Ulcerative colitis,,Mucosal proctocolitis
2926,155764007,Ulcerative colitis,,Mucosal proctocolitis
2927,598521000000103,Ulcerative proctocolitis NOS,,Mucosal proctocolitis
2928,196990002,Ulcerative proctocolitis NOS,,Mucosal proctocolitis
2929,412691000000107,[X]Other ulcerative colitis,,Mucosal proctocolitis
2930,27701000,Proctocolitis,,Mucosal proctocolitis
2931,196988003,Ulcerative colitis,,Mucosal proctocolitis
2932,266447004,Ulcerative colitis,,Mucosal proctocolitis
2933,64766004,Ulcerative colitis,,Mucosal proctocolitis
2934,155764007,Ulcerative colitis,,Mucosal proctocolitis
2935,598521000000103,Ulcerative proctocolitis NOS,,Mucosal proctocolitis
2936,196990002,Ulcerative proctocolitis NOS,,Mucosal proctocolitis
2937,412691000000107,[X]Other ulcerative colitis,,Mucosal proctocolitis
2938,27701000,Proctocolitis,,Mucosal proctocolitis
2939,196988003,Ulcerative colitis,,Mucosal proctocolitis
2940,266447004,Ulcerative colitis,,Mucosal proctocolitis
2941,64766004,Ulcerative colitis,,Mucosal proctocolitis
2942,155764007,Ulcerative colitis,,Mucosal proctocolitis
2943,598521000000103,Ulcerative proctocolitis NOS,,Mucosal proctocolitis
2944,196990002,Ulcerative proctocolitis NOS,,Mucosal proctocolitis
2945,412691000000107,[X]Other ulcerative colitis,,Mucosal proctocolitis
2946,27701000,Proctocolitis,,Mucosal proctocolitis
2947,196988003,Ulcerative colitis,,Mucosal proctocolitis
2948,266447004,Ulcerative colitis,,Mucosal proctocolitis
2949,64766004,Ulcerative colitis,,Mucosal proctocolitis
2950,155764007,Ulcerative colitis,,Mucosal proctocolitis
2951,598521000000103,Ulcerative proctocolitis NOS,,Mucosal proctocolitis
2952,196990002,Ulcerative proctocolitis NOS,,Mucosal proctocolitis
2953,412691000000107,[X]Other ulcerative colitis,,Mucosal proctocolitis
2954,27701000,Proctocolitis,,Mucosal proctocolitis
2955,196988003,Ulcerative colitis,,Mucosal proctocolitis
2956,266447004,Ulcerative colitis,,Mucosal proctocolitis
2957,64766004,Ulcerative colitis,,Mucosal proctocolitis
2958,155764007,Ulcerative colitis,,Mucosal proctocolitis
